frAuthID,toAuthID,a2aCitID,frAuthName,toAuthName,selfCit,numCit,sameConfPerc,yFirst,yMean,yStdDev,yLast,yearSpanAvg
20,793,200793,Aaron Knoll,Charles D. Hansen,0,10,0.5,2007,2012.2,4.28952211790544,2017,11
20,6066,206066,Aaron Knoll,Yarden Livnat,0,8,0.625,2007,2011.125,4.12093955999634,2016,11.625
51,505,510505,Adam Perer,Ben Shneiderman,0,10,0.6,2009,2012.3,2.35937844922485,2015,4.6
59,1644,591644,Aditi Majumder,Ezekiel S. Bhasker,0,8,1,2007,2009.25,1.03509833901353,2010,2.75
59,1951,591951,Aditi Majumder,Greg Welch,0,8,1,2006,2007.875,1.5526475085203,2010,8.375
59,2195,592195,Aditi Majumder,Herman Towles,0,12,1,2006,2007.83333333333,1.46680440124618,2010,7.83333333333333
59,3032,593032,Aditi Majumder,Kai Li 0001,0,8,1,2006,2008,1.69030850945703,2010,6.5
59,3929,593929,Aditi Majumder,Michael S. Brown,0,8,1,2006,2007.75,1.38873014965883,2009,7.75
59,4902,594902,Aditi Majumder,Ruigang Yang,0,8,1,2006,2007.75,1.38873014965883,2009,7.75
73,2500,732500,Aidan Slingsby,Jason Dykes,0,22,0.863636363636364,2010,2013.27272727273,1.9804236723686,2016,3.22727272727273
73,2548,732548,Aidan Slingsby,Jeffrey Heer,0,8,1,2009,2012,2.50713268211203,2016,3.25
73,2716,732716,Aidan Slingsby,Jo Wood,0,17,0.882352941176471,2010,2013.23529411765,2.19457888228886,2016,3
116,609,1160609,Alex Endert,Bongshin Lee,0,9,0.666666666666667,2014,2016.88888888889,1.83333333333333,2020,6.11111111111111
116,728,1160728,Alex Endert,Carla E. Brodley,0,11,0.727272727272727,2014,2016.18181818182,1.4709304414677,2019,4.18181818181818
116,859,1160859,Alex Endert,Chris North 0001,0,14,0.857142857142857,2012,2015.71428571429,2.05421036405238,2019,3.78571428571429
116,1085,1161085,Alex Endert,Daniel A. Keim,0,8,1,2016,2017.875,1.5526475085203,2020,2.875
